#
#   VizieR Astronomical Server: webviz.u-strasbg.fr 	2008-09-05T17:40:02
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx27237	
#INFO	-out.max=50000	

#RESOURCE=yCat_7189
#Name: VII/189
#Title: Catalog of Pulsars (Taylor+ 1995)
#Table	VII_189_table1:
#Name: VII/189/table1
#Title: Observed and Derived parameters (tables 1, 2 and 4 of the publication)
#Column	_RAJ2000	(A11)	Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(A11)	Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	Jname	(a12)	J2000 pulsar name	[ucd=meta.id;meta.main]
#_RAJ2000	_DEJ2000	Jname
#"h:m:s"	"d:m:s"	
#-----------	-----------	------------
* V 4
00 06 04.80	+18 34 59.0	0006+1834
19 19 50.63	+00 21 40.2	1919+0021
19 20 38.38	+26 50 39.1	1920+2650
19 21 24.18	+14 19 16.0	1921+1419
19 21 03.81	+19 48 45.1	1921+1948
19 21 50.88	+20 05 45.9	1921+2006
19 21 44.82	+21 53 01.9	1921+2153
19 22 18.65	+20 18 03.8	1922+2018
19 22 53.55	+21 10 42.3	1922+2110
19 23 20.58	+17 05 51.9	1923+1706
19 24 40.28	+20 40 03.4	1924+2040
19 26 24.45	+04 31 31.3	1926+0431
19 26 57.23	+14 34 55.0	1926+1434
19 26 45.34	+16 48 33.0	1926+1648
19 26 27.87	+19 26 04.7	1926+1926
19 27 12.53	+18 55 07.7	1927+1855
19 27 39.52	+18 56 09.5	1927+1856
19 27 08.08	+22 34 57.3	1927+2234
19 29 28.00	+00 26 00.0	1929+00
19 29 10.78	+18 46 05.7	1929+1846
19 30 00.95	+13 16 11.1	1930+1316
19 31 46.61	+15 36 26.1	1931+1536
19 31 11.00	+30 35 00.0	1931+30
19 32 13.96	+10 59 32.3	1932+1059
19 32 08.03	+20 20 46.3	1932+2020
19 32 22.68	+22 20 56.6	1932+2220
19 33 20.00	+07 53 00.0	1933+07
19 33 17.51	+13 06 32.1	1933+1307
19 33 05.99	+24 21 31.8	1933+2422
19 35 47.84	+16 16 39.8	1935+1616
19 35 33.20	+17 46 41.3	1935+1747
19 36 01.52	+15 36 36.0	1936+1536
19 37 01.27	+25 44 13.7	1937+2544
19 38 00.00	+06 52 00.0	1938+0652
19 39 38.56	+21 34 59.1	1939+2134
19 39 13.72	+24 49 56.3	1939+2450
19 41 32.33	+10 26 25.6	1941+1026
19 41 00.41	-26 02 05.9	1941-2602
19 42 01.45	+17 47 07.1	1942+1747
19 43 25.47	-12 37 41.5	1943-1237
19 44 29.35	+17 57 16.8	1944+1757
19 44 05.21	-17 50 13.0	1944-1750
19 45 39.66	+18 35 21.5	1945+1835
19 45 28.37	-00 40 57.6	1945-0040
19 46 53.05	+18 05 41.4	1946+1805
19 46 24.89	+22 44 59.4	1946+2244
19 46 45.81	+26 11 49.2	1946+2611
19 46 51.72	-29 13 46.7	1946-2913
19 47 36.00	+10 44 00.0	1947+10
19 48 25.02	+35 40 11.2	1948+3540
19 49 26.13	-25 24 42.4	1949-2524
19 50 58.00	+05 35 00.0	1950+05
19 51 08.25	+11 23 25.2	1951+1123
19 52 01.89	+14 10 46.1	1952+1411
19 52 58.30	+32 52 40.5	1952+3252
19 53 47.47	+11 49 42.6	1953+1149
19 54 22.63	+29 23 17.0	1954+2923
19 55 27.88	+29 08 43.6	1955+2908
19 55 18.85	+50 59 55.3	1955+5059
19 59 36.76	+20 48 14.9	1959+2048
20 02 47.77	+16 37 16.7	2002+1637
20 02 58.00	+30 35 00.0	2002+30
20 02 04.40	+32 17 18.1	2002+3217
20 02 44.04	+40 50 54.7	2002+4050
20 04 52.30	+31 37 10.2	2004+3137
20 05 20.00	-00 16 00.0	2005-0016
20 06 16.31	-08 07 02.4	2006-0807
20 08 35.48	+25 13 30.4	2008+2513
20 13 10.49	+38 45 44.8	2013+3845
20 15 12.70	+25 24 31.3	2015+2524
20 18 03.86	+28 39 54.3	2018+2839
20 19 31.95	+24 25 15.2	2019+2425
20 22 37.06	+28 54 23.1	2022+2854
20 22 49.92	+51 54 50.6	2022+5154
20 23 41.94	+50 37 34.8	2023+5037
20 27 15.44	+21 44 56.6	2027+2145
20 29 23.87	+37 44 10.0	2029+3744
20 30 40.44	+22 28 21.7	2030+2228
20 33 21.00	+17 36 00.0	2033+17
20 37 14.54	+19 42 54.3	2037+1942
20 37 27.54	+36 21 23.3	2037+3621
20 38 03.32	+53 19 12.2	2038+5319
20 43 43.50	+27 40 56.0	2043+2740
20 44 58.00	+46 14 53.0	2044+46
20 46 39.36	+15 40 32.6	2046+1540
20 46 46.69	+57 08 37.4	2046+5708
20 46 00.13	-04 21 25.4	2046-0421
20 48 35.55	-16 16 45.0	2048-1616
20 53 47.00	-72 00 41.6	2053-7200
20 55 39.15	+22 09 27.6	2055+2209
20 55 31.34	+36 30 21.2	2055+3630
21 08 20.48	+44 41 48.8	2108+4441
21 08 14.00	-34 25 00.0	2108-3425
21 13 54.00	+27 54 00.0	2113+27
21 13 04.39	+27 54 01.9	2113+2754
21 13 24.29	+46 44 08.7	2113+4644
21 16 13.77	+14 14 21.0	2116+1414
21 24 46.57	+14 07 19.6	2124+1407
21 24 43.86	-33 58 43.9	2124-3358
21 27 31.28	-66 48 28.1	2127-6648
21 29 58.27	+12 09 59.7	2129+1209D
21 29 57.95	+12 09 57.3	2129+1209G
21 29 58.18	+12 09 59.4	2129+1209H
21 29 58.25	+12 10 01.3	2129+1210A
21 29 58.63	+12 10 00.3	2129+1210B
21 29 58.19	+12 10 08.6	2129+1210E
21 29 57.18	+12 10 02.9	2129+1210F
21 30 01.20	+12 10 38.2	2130+1210C
21 39 42.00	+00 36 00.0	2139+00
21 39 27.00	+22 42 40.0	2139+2242
21 44 12.00	-39 39 00.0	2144-3939
21 45 50.44	-07 50 17.9	2145-0750
21 49 58.64	+63 29 43.7	2149+6329
21 50 37.74	+52 47 49.7	2150+5247
21 55 13.57	-31 18 54.7	2155-3118
21 55 01.41	-56 41 57.1	2155-5641
21 56 23.70	+26 18 30.5	2156+2618
21 57 01.83	+40 17 45.9	2157+4017
22 05 17.25	+14 44 31.3	2205+1444
22 12 23.38	+29 33 05.9	2212+2933
22 15 39.65	+15 38 34.9	2215+1538
22 19 48.13	+47 54 53.6	2219+4754
22 22 50.00	+29 23 00.0	2222+29
22 25 52.56	+65 35 34.8	2225+6535
22 29 50.89	+26 43 57.8	2229+2643
22 29 41.90	+62 05 35.8	2229+6205
22 34 56.64	+21 14 18.8	2234+2114
22 35 43.71	+15 06 49.1	2235+1506
22 42 56.54	+69 50 52.2	2242+6950
22 48 32.00	-01 01 00.0	2248-0101
22 53 14.53	+15 16 37.8	2253+1516
22 57 57.71	+59 09 14.9	2257+5909
23 04 00.00	+60 16 00.0	2304+60
23 05 58.36	+31 00 01.0	2305+3100
23 05 55.84	+47 07 45.3	2305+4707
23 07 41.29	+22 25 50.1	2307+2225
23 08 13.82	+55 47 36.1	2308+5547
23 13 08.52	+42 53 13.3	2313+4253
23 17 09.24	+14 39 31.3	2317+1439
23 17 57.80	+21 49 50.3	2317+2149
23 21 55.19	+60 24 30.7	2321+6024
23 22 22.35	+20 57 02.8	2322+2057
23 24 26.87	-60 54 03.9	2324-6054
23 25 13.39	+63 16 57.9	2325+6316
23 26 58.70	+61 13 36.5	2326+6113
23 30 26.81	-20 05 28.6	2330-2005
23 37 05.78	+61 51 01.9	2337+6151
23 47 05.00	-06 12 00.0	2347-0612
23 54 04.74	+61 55 46.8	2354+6155
